policy_id,date,party,votes_for,votes_against,abstentions,no_votes,majority_vote_count,majority_col,total_votes,percent_dissenters
153055,2023-02-16 12:05:24,European Conservatives and Reformists,46,0,3,15,46,votes_for,49,6.122448979591836
153055,2023-02-16 12:05:24,European People’s Party,136,0,0,40,136,votes_for,136,0.0
153055,2023-02-16 12:05:24,The Left in the European Parliament – GUE/NGL,25,2,3,8,25,votes_for,30,16.666666666666664
153055,2023-02-16 12:05:24,Identity and Democracy,42,0,9,13,42,votes_for,51,17.647058823529413
153055,2023-02-16 12:05:24,Greens/European Free Alliance,65,0,0,6,65,votes_for,65,0.0
153055,2023-02-16 12:05:24,Progressive Alliance of Socialists and Democrats,108,0,0,36,108,votes_for,108,0.0
153055,2023-02-16 12:05:24,Renew Europe,80,0,0,22,80,votes_for,80,0.0
153058,2023-02-16 12:06:34,Identity and Democracy,27,24,1,12,27,votes_for,52,48.07692307692308
153058,2023-02-16 12:06:34,European Conservatives and Reformists,52,1,0,11,52,votes_for,53,1.8867924528301887
153058,2023-02-16 12:06:34,The Left in the European Parliament – GUE/NGL,0,31,1,6,31,votes_against,32,3.125
153058,2023-02-16 12:06:34,Progressive Alliance of Socialists and Democrats,0,109,0,35,109,votes_against,109,0.0
153058,2023-02-16 12:06:34,Renew Europe,5,78,0,19,78,votes_against,83,6.024096385542169
153058,2023-02-16 12:06:34,Greens/European Free Alliance,1,64,1,5,64,votes_against,66,3.0303030303030303
152881,2023-02-16 12:08:06,Renew Europe,79,0,0,23,79,votes_for,79,0.0
152881,2023-02-16 12:08:06,Greens/European Free Alliance,66,0,0,5,66,votes_for,66,0.0
152881,2023-02-16 12:08:06,European People’s Party,142,0,0,34,142,votes_for,142,0.0
152881,2023-02-16 12:08:06,Non-attached Members,25,2,4,15,25,votes_for,31,19.35483870967742
152881,2023-02-16 12:08:06,European Conservatives and Reformists,53,0,0,11,53,votes_for,53,0.0
152881,2023-02-16 12:08:06,Identity and Democracy,44,0,7,13,44,votes_for,51,13.725490196078432
152881,2023-02-16 12:08:06,Progressive Alliance of Socialists and Democrats,111,0,0,33,111,votes_for,111,0.0
152881,2023-02-16 12:08:06,The Left in the European Parliament – GUE/NGL,17,1,13,7,17,votes_for,31,45.16129032258064
153148,2023-02-16 12:09:19,Progressive Alliance of Socialists and Democrats,1,112,0,31,112,votes_against,113,0.8849557522123894
153148,2023-02-16 12:09:19,European Conservatives and Reformists,49,0,4,11,49,votes_for,53,7.547169811320755
153148,2023-02-16 12:09:19,The Left in the European Parliament – GUE/NGL,0,31,0,7,31,votes_against,31,0.0
153148,2023-02-16 12:09:19,Greens/European Free Alliance,0,67,0,4,67,votes_against,67,0.0
153148,2023-02-16 12:09:19,Renew Europe,5,79,0,18,79,votes_against,84,5.952380952380952
153148,2023-02-16 12:09:19,European People’s Party,137,1,2,36,137,votes_for,140,2.142857142857143
153148,2023-02-16 12:09:19,Identity and Democracy,33,9,10,12,33,votes_for,52,36.53846153846153
153148,2023-02-16 12:09:19,Non-attached Members,4,17,10,15,17,votes_against,31,45.16129032258064
153082,2023-02-16 12:40:33,Identity and Democracy,26,16,7,15,26,votes_for,49,46.93877551020408
153082,2023-02-16 12:40:33,European People’s Party,8,118,3,47,118,votes_against,129,8.527131782945736
153082,2023-02-16 12:40:33,Renew Europe,84,0,0,18,84,votes_for,84,0.0
153082,2023-02-16 12:40:33,European Conservatives and Reformists,3,33,15,13,33,votes_against,51,35.294117647058826
153082,2023-02-16 12:40:33,Progressive Alliance of Socialists and Democrats,103,0,0,41,103,votes_for,103,0.0
153082,2023-02-16 12:40:33,The Left in the European Parliament – GUE/NGL,23,2,0,13,23,votes_for,25,8.0
153082,2023-02-16 12:40:33,Greens/European Free Alliance,65,0,0,6,65,votes_for,65,0.0
153061,2023-02-16 12:43:46,Identity and Democracy,40,0,5,19,40,votes_for,45,11.11111111111111
153061,2023-02-16 12:43:46,Renew Europe,84,0,0,18,84,votes_for,84,0.0
153061,2023-02-16 12:43:46,Greens/European Free Alliance,64,0,0,7,64,votes_for,64,0.0
153061,2023-02-16 12:43:46,European People’s Party,129,0,0,47,129,votes_for,129,0.0
153061,2023-02-16 12:43:46,The Left in the European Parliament – GUE/NGL,21,0,0,17,21,votes_for,21,0.0
153061,2023-02-16 12:43:46,European Conservatives and Reformists,50,1,0,13,50,votes_for,51,1.9607843137254901
153061,2023-02-16 12:43:46,Progressive Alliance of Socialists and Democrats,97,0,0,47,97,votes_for,97,0.0
152815,2023-02-16 12:53:45,The Left in the European Parliament – GUE/NGL,4,17,0,17,17,votes_against,21,19.047619047619047
152815,2023-02-16 12:53:45,Greens/European Free Alliance,0,60,0,11,60,votes_against,60,0.0
152815,2023-02-16 12:53:45,European Conservatives and Reformists,47,1,1,15,47,votes_for,49,4.081632653061225
152815,2023-02-16 12:53:45,Identity and Democracy,43,0,0,21,43,votes_for,43,0.0
152815,2023-02-16 12:53:45,Renew Europe,69,10,1,22,69,votes_for,80,13.750000000000002
152815,2023-02-16 12:53:45,European People’s Party,114,1,0,61,114,votes_for,115,0.8695652173913043
153634,2023-03-13 17:22:13,Greens/European Free Alliance,46,0,0,26,46,votes_for,46,0.0
153634,2023-03-13 17:22:13,European People’s Party,98,0,0,78,98,votes_for,98,0.0
153634,2023-03-13 17:22:13,Renew Europe,60,1,0,40,60,votes_for,61,1.639344262295082
153634,2023-03-13 17:22:13,Progressive Alliance of Socialists and Democrats,73,0,6,65,73,votes_for,79,7.59493670886076
153638,2023-03-13 17:32:02,Renew Europe,1,59,1,40,59,votes_against,61,3.278688524590164
153638,2023-03-13 17:32:02,Greens/European Free Alliance,0,49,0,23,49,votes_against,49,0.0
153638,2023-03-13 17:32:02,European People’s Party,88,0,0,88,88,votes_for,88,0.0
153638,2023-03-13 17:32:02,Identity and Democracy,32,0,0,32,32,votes_for,32,0.0
153638,2023-03-13 17:32:02,The Left in the European Parliament – GUE/NGL,0,24,0,14,24,votes_against,24,0.0
153638,2023-03-13 17:32:02,Progressive Alliance of Socialists and Democrats,1,75,1,67,75,votes_against,77,2.5974025974025974
153309,2023-03-14 12:14:18,The Left in the European Parliament – GUE/NGL,37,0,0,1,37,votes_for,37,0.0
153309,2023-03-14 12:14:18,Identity and Democracy,43,11,1,9,43,votes_for,55,21.818181818181817
153309,2023-03-14 12:14:18,European People’s Party,156,0,0,20,156,votes_for,156,0.0
153309,2023-03-14 12:14:18,Progressive Alliance of Socialists and Democrats,127,0,0,17,127,votes_for,127,0.0
153309,2023-03-14 12:14:18,European Conservatives and Reformists,46,10,1,7,46,votes_for,57,19.298245614035086
153309,2023-03-14 12:14:18,Greens/European Free Alliance,68,0,0,4,68,votes_for,68,0.0
153309,2023-03-14 12:14:18,Non-attached Members,28,0,1,17,28,votes_for,29,3.4482758620689653
153309,2023-03-14 12:14:18,Renew Europe,87,4,0,10,87,votes_for,91,4.395604395604396
153485,2023-03-14 12:35:43,Non-attached Members,10,14,9,13,14,votes_against,33,57.57575757575758
153485,2023-03-14 12:35:43,Identity and Democracy,0,56,1,7,56,votes_against,57,1.7543859649122806
153485,2023-03-14 12:35:43,European Conservatives and Reformists,0,57,4,3,57,votes_against,61,6.557377049180328
153485,2023-03-14 12:35:43,Renew Europe,59,24,9,9,59,votes_for,92,35.869565217391305
153485,2023-03-14 12:35:43,Progressive Alliance of Socialists and Democrats,119,6,5,14,119,votes_for,130,8.461538461538462
153485,2023-03-14 12:35:43,Greens/European Free Alliance,70,0,0,2,70,votes_for,70,0.0
153485,2023-03-14 12:35:43,European People’s Party,51,58,48,19,58,votes_against,157,63.05732484076433
153485,2023-03-14 12:35:43,The Left in the European Parliament – GUE/NGL,34,1,2,1,34,votes_for,37,8.108108108108109
153374,2023-03-14 12:39:48,Greens/European Free Alliance,70,0,0,2,70,votes_for,70,0.0
153374,2023-03-14 12:39:48,Non-attached Members,17,5,10,14,17,votes_for,32,46.875
153374,2023-03-14 12:39:48,European People’s Party,157,0,1,18,157,votes_for,158,0.6329113924050633
153374,2023-03-14 12:39:48,Renew Europe,91,0,1,9,91,votes_for,92,1.0869565217391304
153374,2023-03-14 12:39:48,Progressive Alliance of Socialists and Democrats,127,0,2,15,127,votes_for,129,1.550387596899225
153374,2023-03-14 12:39:48,Identity and Democracy,0,8,47,9,47,abstentions,55,14.545454545454545
153374,2023-03-14 12:39:48,European Conservatives and Reformists,38,8,14,4,38,votes_for,60,36.666666666666664
153374,2023-03-14 12:39:48,The Left in the European Parliament – GUE/NGL,0,2,35,1,35,abstentions,37,5.405405405405405
153359,2023-03-14 12:42:08,European People’s Party,150,3,2,21,150,votes_for,155,3.225806451612903
153359,2023-03-14 12:42:08,Progressive Alliance of Socialists and Democrats,129,0,0,15,129,votes_for,129,0.0
153359,2023-03-14 12:42:08,Non-attached Members,29,3,1,13,29,votes_for,33,12.121212121212121
153359,2023-03-14 12:42:08,The Left in the European Parliament – GUE/NGL,36,0,0,2,36,votes_for,36,0.0
153359,2023-03-14 12:42:08,Greens/European Free Alliance,69,0,1,2,69,votes_for,70,1.4285714285714286
153359,2023-03-14 12:42:08,Identity and Democracy,46,1,7,10,46,votes_for,54,14.814814814814813
153359,2023-03-14 12:42:08,European Conservatives and Reformists,53,0,7,4,53,votes_for,60,11.666666666666666
153359,2023-03-14 12:42:08,Renew Europe,90,1,0,10,90,votes_for,91,1.098901098901099
153310,2023-03-14 12:43:43,Progressive Alliance of Socialists and Democrats,124,0,0,20,124,votes_for,124,0.0
153310,2023-03-14 12:43:43,Greens/European Free Alliance,65,0,0,7,65,votes_for,65,0.0
153310,2023-03-14 12:43:43,The Left in the European Parliament – GUE/NGL,34,0,2,2,34,votes_for,36,5.555555555555555
153310,2023-03-14 12:43:43,Non-attached Members,20,5,7,14,20,votes_for,32,37.5
153310,2023-03-14 12:43:43,European Conservatives and Reformists,44,6,4,10,44,votes_for,54,18.51851851851852
153310,2023-03-14 12:43:43,Identity and Democracy,20,15,19,10,20,votes_for,54,62.96296296296296
153310,2023-03-14 12:43:43,Renew Europe,91,0,0,10,91,votes_for,91,0.0
153310,2023-03-14 12:43:43,European People’s Party,147,0,0,29,147,votes_for,147,0.0
153648,2023-03-15 12:37:09,The Left in the European Parliament – GUE/NGL,1,8,22,7,22,abstentions,31,29.03225806451613
153648,2023-03-15 12:37:09,European People’s Party,154,0,0,22,154,votes_for,154,0.0
153648,2023-03-15 12:37:09,Renew Europe,88,0,0,13,88,votes_for,88,0.0
153648,2023-03-15 12:37:09,Progressive Alliance of Socialists and Democrats,111,0,0,33,111,votes_for,111,0.0
153648,2023-03-15 12:37:09,Identity and Democracy,31,0,14,19,31,votes_for,45,31.11111111111111
153648,2023-03-15 12:37:09,Greens/European Free Alliance,64,0,0,8,64,votes_for,64,0.0
153648,2023-03-15 12:37:09,Non-attached Members,16,7,7,16,16,votes_for,30,46.666666666666664
153648,2023-03-15 12:37:09,European Conservatives and Reformists,57,0,0,7,57,votes_for,57,0.0
153312,2023-03-15 12:37:37,Non-attached Members,25,5,1,15,25,votes_for,31,19.35483870967742
153312,2023-03-15 12:37:37,European People’s Party,157,0,0,19,157,votes_for,157,0.0
153312,2023-03-15 12:37:37,The Left in the European Parliament – GUE/NGL,2,23,7,6,23,votes_against,32,28.125
153312,2023-03-15 12:37:37,Renew Europe,91,0,1,9,91,votes_for,92,1.0869565217391304
153312,2023-03-15 12:37:37,Greens/European Free Alliance,2,67,0,3,67,votes_against,69,2.898550724637681
153312,2023-03-15 12:37:37,European Conservatives and Reformists,60,1,1,2,60,votes_for,62,3.225806451612903
153312,2023-03-15 12:37:37,Identity and Democracy,53,0,0,11,53,votes_for,53,0.0
153312,2023-03-15 12:37:37,Progressive Alliance of Socialists and Democrats,117,3,0,24,117,votes_for,120,2.5
153762,2023-03-15 12:39:24,European People’s Party,155,1,1,19,155,votes_for,157,1.2738853503184715
153762,2023-03-15 12:39:24,Progressive Alliance of Socialists and Democrats,127,0,0,17,127,votes_for,127,0.0
153762,2023-03-15 12:39:24,Identity and Democracy,34,15,5,10,34,votes_for,54,37.03703703703704
153762,2023-03-15 12:39:24,Greens/European Free Alliance,69,0,0,3,69,votes_for,69,0.0
153762,2023-03-15 12:39:24,European Conservatives and Reformists,56,0,5,3,56,votes_for,61,8.19672131147541
153762,2023-03-15 12:39:24,The Left in the European Parliament – GUE/NGL,26,2,7,3,26,votes_for,35,25.71428571428571
153762,2023-03-15 12:39:24,Renew Europe,92,0,0,9,92,votes_for,92,0.0
153762,2023-03-15 12:39:24,Non-attached Members,8,6,18,14,18,abstentions,32,43.75
152792,2023-03-15 12:40:28,European Conservatives and Reformists,59,0,1,4,59,votes_for,60,1.6666666666666667
152792,2023-03-15 12:40:28,Progressive Alliance of Socialists and Democrats,0,127,0,17,127,votes_against,127,0.0
152792,2023-03-15 12:40:28,The Left in the European Parliament – GUE/NGL,0,31,3,4,31,votes_against,34,8.823529411764707
152792,2023-03-15 12:40:28,Greens/European Free Alliance,0,69,0,3,69,votes_against,69,0.0
152792,2023-03-15 12:40:28,Renew Europe,0,89,4,8,89,votes_against,93,4.301075268817205
152792,2023-03-15 12:40:28,Non-attached Members,22,10,0,14,22,votes_for,32,31.25
152792,2023-03-15 12:40:28,Identity and Democracy,55,0,0,9,55,votes_for,55,0.0
152792,2023-03-15 12:40:28,European People’s Party,9,140,8,19,140,votes_against,157,10.828025477707007
153753,2023-03-15 12:46:52,Greens/European Free Alliance,70,0,0,2,70,votes_for,70,0.0
153753,2023-03-15 12:46:52,Non-attached Members,8,24,1,13,24,votes_against,33,27.27272727272727
153753,2023-03-15 12:46:52,Progressive Alliance of Socialists and Democrats,123,3,3,15,123,votes_for,129,4.651162790697675
153753,2023-03-15 12:46:52,The Left in the European Parliament – GUE/NGL,7,24,4,3,24,votes_against,35,31.428571428571427
153753,2023-03-15 12:46:52,Renew Europe,92,0,0,9,92,votes_for,92,0.0
153753,2023-03-15 12:46:52,European Conservatives and Reformists,0,47,15,2,47,votes_against,62,24.193548387096776
153753,2023-03-15 12:46:52,Identity and Democracy,0,34,20,10,34,votes_against,54,37.03703703703704
153753,2023-03-15 12:46:52,European People’s Party,151,1,5,19,151,votes_for,157,3.821656050955414
153347,2023-03-15 13:06:45,Identity and Democracy,0,35,18,11,35,votes_against,53,33.9622641509434
153347,2023-03-15 13:06:45,European Conservatives and Reformists,1,51,10,2,51,votes_against,62,17.741935483870968
153347,2023-03-15 13:06:45,Progressive Alliance of Socialists and Democrats,121,0,8,15,121,votes_for,129,6.2015503875969
153347,2023-03-15 13:06:45,The Left in the European Parliament – GUE/NGL,26,3,6,3,26,votes_for,35,25.71428571428571
153347,2023-03-15 13:06:45,Non-attached Members,10,21,1,14,21,votes_against,32,34.375
153347,2023-03-15 13:06:45,Greens/European Free Alliance,69,0,0,3,69,votes_for,69,0.0
153347,2023-03-15 13:06:45,European People’s Party,25,42,88,21,88,abstentions,155,43.225806451612904
153347,2023-03-15 13:06:45,Renew Europe,67,19,7,8,67,votes_for,93,27.956989247311824
153623,2023-03-15 13:08:41,Greens/European Free Alliance,69,0,0,3,69,votes_for,69,0.0
153623,2023-03-15 13:08:41,Renew Europe,91,0,0,10,91,votes_for,91,0.0
153623,2023-03-15 13:08:41,The Left in the European Parliament – GUE/NGL,32,0,2,4,32,votes_for,34,5.88235294117647
153623,2023-03-15 13:08:41,Identity and Democracy,0,34,19,11,34,votes_against,53,35.84905660377358
153623,2023-03-15 13:08:41,European People’s Party,151,0,0,25,151,votes_for,151,0.0
153623,2023-03-15 13:08:41,Progressive Alliance of Socialists and Democrats,127,0,0,17,127,votes_for,127,0.0
153623,2023-03-15 13:08:41,European Conservatives and Reformists,54,1,7,2,54,votes_for,62,12.903225806451612
153387,2023-03-15 13:10:25,Progressive Alliance of Socialists and Democrats,123,0,1,20,123,votes_for,124,0.8064516129032258
153387,2023-03-15 13:10:25,Identity and Democracy,37,8,6,13,37,votes_for,51,27.450980392156865
153387,2023-03-15 13:10:25,The Left in the European Parliament – GUE/NGL,26,0,7,5,26,votes_for,33,21.21212121212121
153387,2023-03-15 13:10:25,European People’s Party,151,0,0,25,151,votes_for,151,0.0
153387,2023-03-15 13:10:25,Non-attached Members,11,2,18,15,18,abstentions,31,41.935483870967744
153387,2023-03-15 13:10:25,European Conservatives and Reformists,28,0,34,2,34,abstentions,62,45.16129032258064
153387,2023-03-15 13:10:25,Greens/European Free Alliance,70,0,0,2,70,votes_for,70,0.0
153387,2023-03-15 13:10:25,Renew Europe,88,0,0,13,88,votes_for,88,0.0
153863,2023-03-16 12:10:58,Identity and Democracy,45,0,0,19,45,votes_for,45,0.0
153863,2023-03-16 12:10:58,European People’s Party,21,110,4,41,110,votes_against,135,18.51851851851852
153863,2023-03-16 12:10:58,European Conservatives and Reformists,22,32,0,10,32,votes_against,54,40.74074074074074
153863,2023-03-16 12:10:58,The Left in the European Parliament – GUE/NGL,1,29,0,8,29,votes_against,30,3.3333333333333335
153863,2023-03-16 12:10:58,Renew Europe,2,87,0,12,87,votes_against,89,2.247191011235955
153863,2023-03-16 12:10:58,Progressive Alliance of Socialists and Democrats,2,104,0,38,104,votes_against,106,1.8867924528301887
153863,2023-03-16 12:10:58,Greens/European Free Alliance,0,62,0,10,62,votes_against,62,0.0
153856,2023-03-16 12:13:35,The Left in the European Parliament – GUE/NGL,31,0,0,7,31,votes_for,31,0.0
153856,2023-03-16 12:13:35,Identity and Democracy,1,22,25,16,25,abstentions,48,47.91666666666667
153856,2023-03-16 12:13:35,European Conservatives and Reformists,52,2,0,10,52,votes_for,54,3.7037037037037033
153856,2023-03-16 12:13:35,European People’s Party,9,119,8,40,119,votes_against,136,12.5
153856,2023-03-16 12:13:35,Progressive Alliance of Socialists and Democrats,106,0,0,38,106,votes_for,106,0.0
153856,2023-03-16 12:13:35,Renew Europe,26,62,1,12,62,votes_against,89,30.337078651685395
153856,2023-03-16 12:13:35,Greens/European Free Alliance,4,1,58,9,58,abstentions,63,7.936507936507936
153855,2023-03-16 12:14:46,European Conservatives and Reformists,51,0,2,11,51,votes_for,53,3.7735849056603774
153855,2023-03-16 12:14:46,Identity and Democracy,19,7,22,16,22,abstentions,48,54.166666666666664
153855,2023-03-16 12:14:46,The Left in the European Parliament – GUE/NGL,23,2,6,7,23,votes_for,31,25.806451612903224
153855,2023-03-16 12:14:46,Greens/European Free Alliance,63,0,0,9,63,votes_for,63,0.0
153855,2023-03-16 12:14:46,Renew Europe,89,0,0,12,89,votes_for,89,0.0
153855,2023-03-16 12:14:46,Progressive Alliance of Socialists and Democrats,104,0,0,40,104,votes_for,104,0.0
153855,2023-03-16 12:14:46,European People’s Party,138,0,0,38,138,votes_for,138,0.0
153834,2023-03-16 12:18:49,Greens/European Free Alliance,60,1,1,10,60,votes_for,62,3.225806451612903
153834,2023-03-16 12:18:49,The Left in the European Parliament – GUE/NGL,22,5,3,8,22,votes_for,30,26.666666666666668
153834,2023-03-16 12:18:49,Identity and Democracy,0,48,0,16,48,votes_against,48,0.0
153834,2023-03-16 12:18:49,European Conservatives and Reformists,5,33,16,10,33,votes_against,54,38.88888888888889
153834,2023-03-16 12:18:49,Progressive Alliance of Socialists and Democrats,104,1,0,39,104,votes_for,105,0.9523809523809524
153834,2023-03-16 12:18:49,European People’s Party,126,4,4,42,126,votes_for,134,5.970149253731343
153834,2023-03-16 12:18:49,Renew Europe,88,0,0,13,88,votes_for,88,0.0
153336,2023-03-16 12:26:03,European People’s Party,124,1,6,45,124,votes_for,131,5.343511450381679
153336,2023-03-16 12:26:03,The Left in the European Parliament – GUE/NGL,26,0,5,7,26,votes_for,31,16.129032258064516
153336,2023-03-16 12:26:03,European Conservatives and Reformists,0,6,47,11,47,abstentions,53,11.320754716981133
153336,2023-03-16 12:26:03,Renew Europe,84,0,0,17,84,votes_for,84,0.0
153336,2023-03-16 12:26:03,Progressive Alliance of Socialists and Democrats,98,0,1,45,98,votes_for,99,1.0101010101010102
153336,2023-03-16 12:26:03,Identity and Democracy,1,24,22,17,24,votes_against,47,48.93617021276596
153336,2023-03-16 12:26:03,Greens/European Free Alliance,61,0,0,11,61,votes_for,61,0.0
154139,2023-03-29 16:01:32,Progressive Alliance of Socialists and Democrats,92,0,2,50,92,votes_for,94,2.127659574468085
154139,2023-03-29 16:01:32,The Left in the European Parliament – GUE/NGL,29,0,0,9,29,votes_for,29,0.0
154139,2023-03-29 16:01:32,European Conservatives and Reformists,0,35,1,28,35,votes_against,36,2.7777777777777777
154139,2023-03-29 16:01:32,Greens/European Free Alliance,49,0,2,21,49,votes_for,51,3.9215686274509802
154139,2023-03-29 16:01:32,Identity and Democracy,0,37,0,27,37,votes_against,37,0.0
154139,2023-03-29 16:01:32,Renew Europe,65,0,0,36,65,votes_for,65,0.0
154139,2023-03-29 16:01:32,European People’s Party,3,91,7,75,91,votes_against,101,9.900990099009901
154141,2023-03-29 16:10:22,European Conservatives and Reformists,3,30,2,29,30,votes_against,35,14.285714285714285
154141,2023-03-29 16:10:22,The Left in the European Parliament – GUE/NGL,29,0,0,9,29,votes_for,29,0.0
154141,2023-03-29 16:10:22,Renew Europe,0,63,1,37,63,votes_against,64,1.5625
154141,2023-03-29 16:10:22,European People’s Party,0,93,2,81,93,votes_against,95,2.1052631578947367
154141,2023-03-29 16:10:22,Greens/European Free Alliance,51,0,1,20,51,votes_for,52,1.9230769230769231
154141,2023-03-29 16:10:22,Identity and Democracy,0,38,0,26,38,votes_against,38,0.0
154141,2023-03-29 16:10:22,Progressive Alliance of Socialists and Democrats,85,1,7,51,85,votes_for,93,8.60215053763441
154142,2023-03-29 16:14:27,Renew Europe,62,0,2,37,62,votes_for,64,3.125
154142,2023-03-29 16:14:27,The Left in the European Parliament – GUE/NGL,25,0,0,13,25,votes_for,25,0.0
154142,2023-03-29 16:14:27,Greens/European Free Alliance,51,0,0,21,51,votes_for,51,0.0
154142,2023-03-29 16:14:27,Progressive Alliance of Socialists and Democrats,88,2,3,51,88,votes_for,93,5.376344086021505
154142,2023-03-29 16:14:27,European People’s Party,0,93,0,83,93,votes_against,93,0.0
154142,2023-03-29 16:14:27,Identity and Democracy,0,38,0,26,38,votes_against,38,0.0
154143,2023-03-29 16:19:17,Progressive Alliance of Socialists and Democrats,1,90,2,51,90,votes_against,93,3.225806451612903
154143,2023-03-29 16:19:17,Identity and Democracy,33,3,1,27,33,votes_for,37,10.81081081081081
154143,2023-03-29 16:19:17,European Conservatives and Reformists,32,0,0,32,32,votes_for,32,0.0
154143,2023-03-29 16:19:17,The Left in the European Parliament – GUE/NGL,3,20,2,13,20,votes_against,25,20.0
154143,2023-03-29 16:19:17,Greens/European Free Alliance,5,40,4,23,40,votes_against,49,18.367346938775512
154143,2023-03-29 16:19:17,Renew Europe,60,0,1,40,60,votes_for,61,1.639344262295082
154144,2023-03-29 16:22:07,Greens/European Free Alliance,0,36,8,28,36,votes_against,44,18.181818181818183
154144,2023-03-29 16:22:07,European Conservatives and Reformists,32,0,0,32,32,votes_for,32,0.0
154144,2023-03-29 16:22:07,The Left in the European Parliament – GUE/NGL,0,24,0,14,24,votes_against,24,0.0
154144,2023-03-29 16:22:07,Identity and Democracy,34,3,0,27,34,votes_for,37,8.108108108108109
154144,2023-03-29 16:22:07,Progressive Alliance of Socialists and Democrats,1,85,1,57,85,votes_against,87,2.2988505747126435
154144,2023-03-29 16:22:07,Renew Europe,58,1,0,42,58,votes_for,59,1.694915254237288
153906,2023-03-30 11:41:10,Identity and Democracy,48,0,5,11,48,votes_for,53,9.433962264150944
