<<<<<<< HEAD
version https://git-lfs.github.com/spec/v1
oid sha256:4576afe9f5a7ed7de37deec7d5c057abf8eaed86060d00208b7fb542a9b9fac1
size 754595
=======
policy_id,date,party,votes_for,votes_against,abstentions,no_votes,majority_vote_count,majority_col,total_votes,percent_dissenters
152762,2023-02-15,European People’s Party,155,1,2,18,155,votes_for,176,11.931818181818182
152568,2023-02-15,The Left in the European Parliament – GUE/NGL,34,0,0,4,34,votes_for,38,10.526315789473683
152762,2023-02-15,Progressive Alliance of Socialists and Democrats,131,0,1,12,131,votes_for,144,9.027777777777777
152568,2023-02-15,Non-attached Members,27,3,2,14,27,votes_for,46,41.30434782608695
152762,2023-02-15,The Left in the European Parliament – GUE/NGL,34,0,0,4,34,votes_for,38,10.526315789473683
152762,2023-02-15,Renew Europe,94,0,0,8,94,votes_for,102,7.8431372549019605
152762,2023-02-15,Identity and Democracy,34,7,15,8,34,votes_for,64,46.875
152762,2023-02-15,European Conservatives and Reformists,34,8,14,8,34,votes_for,64,46.875
152766,2023-02-15,European People’s Party,162,0,0,14,162,votes_for,176,7.954545454545454
152766,2023-02-15,Greens/European Free Alliance,2,0,66,3,66,abstentions,71,7.042253521126761
152766,2023-02-15,The Left in the European Parliament – GUE/NGL,0,12,21,5,21,abstentions,38,44.73684210526316
152766,2023-02-15,Identity and Democracy,26,6,25,7,26,votes_for,64,59.375
152766,2023-02-15,Non-attached Members,2,4,26,14,26,abstentions,46,43.47826086956522
152766,2023-02-15,Progressive Alliance of Socialists and Democrats,20,99,12,13,99,votes_against,144,31.25
152766,2023-02-15,Renew Europe,94,0,0,8,94,votes_for,102,7.8431372549019605
152568,2023-02-15,European People’s Party,162,0,0,14,162,votes_for,176,7.954545454545454
152762,2023-02-15,Non-attached Members,24,6,2,14,24,votes_for,46,47.82608695652174
152766,2023-02-15,European Conservatives and Reformists,56,0,1,7,56,votes_for,64,12.5
152815,2023-02-16,European People’s Party,114,1,0,61,114,votes_for,176,35.22727272727273
152881,2023-02-16,The Left in the European Parliament – GUE/NGL,17,1,13,7,17,votes_for,38,55.26315789473685
153055,2023-02-16,Non-attached Members,16,4,4,22,22,no_votes,46,52.17391304347826
153082,2023-02-16,Progressive Alliance of Socialists and Democrats,103,0,0,41,103,votes_for,144,28.47222222222222
153058,2023-02-16,European People’s Party,19,2,8,147,147,no_votes,176,16.477272727272727
152815,2023-02-16,Greens/European Free Alliance,0,60,0,11,60,votes_against,71,15.492957746478872
152815,2023-02-16,Non-attached Members,10,13,3,20,20,no_votes,46,56.52173913043478
152815,2023-02-16,European Conservatives and Reformists,47,1,1,15,47,votes_for,64,26.5625
152815,2023-02-16,Identity and Democracy,43,0,0,21,43,votes_for,64,32.8125
152815,2023-02-16,Progressive Alliance of Socialists and Democrats,60,22,1,61,61,no_votes,144,57.638888888888886
153148,2023-02-16,The Left in the European Parliament – GUE/NGL,0,31,0,7,31,votes_against,38,18.421052631578945
152815,2023-02-16,Renew Europe,69,10,1,22,69,votes_for,102,32.35294117647059
152881,2023-02-16,Progressive Alliance of Socialists and Democrats,111,0,0,33,111,votes_for,144,22.916666666666664
153055,2023-02-16,Greens/European Free Alliance,65,0,0,6,65,votes_for,71,8.450704225352112
152815,2023-02-16,The Left in the European Parliament – GUE/NGL,4,17,0,17,17,votes_against,38,55.26315789473685
153058,2023-02-16,Progressive Alliance of Socialists and Democrats,0,109,0,35,109,votes_against,144,24.305555555555554
153055,2023-02-16,The Left in the European Parliament – GUE/NGL,25,2,3,8,25,votes_for,38,34.21052631578947
153055,2023-02-16,European People’s Party,136,0,0,40,136,votes_for,176,22.727272727272727
153055,2023-02-16,European Conservatives and Reformists,46,0,3,15,46,votes_for,64,28.125
152881,2023-02-16,Identity and Democracy,44,0,7,13,44,votes_for,64,31.25
153055,2023-02-16,Renew Europe,80,0,0,22,80,votes_for,102,21.568627450980394
152881,2023-02-16,Greens/European Free Alliance,66,0,0,5,66,votes_for,71,7.042253521126761
153055,2023-02-16,Identity and Democracy,42,0,9,13,42,votes_for,64,34.375
152881,2023-02-16,European Conservatives and Reformists,53,0,0,11,53,votes_for,64,17.1875
153055,2023-02-16,Progressive Alliance of Socialists and Democrats,108,0,0,36,108,votes_for,144,25.0
152881,2023-02-16,Renew Europe,79,0,0,23,79,votes_for,102,22.54901960784314
152881,2023-02-16,European People’s Party,142,0,0,34,142,votes_for,176,19.318181818181817
152881,2023-02-16,Non-attached Members,25,2,4,15,25,votes_for,46,45.65217391304348
153082,2023-02-16,Greens/European Free Alliance,65,0,0,6,65,votes_for,71,8.450704225352112
153058,2023-02-16,Identity and Democracy,27,24,1,12,27,votes_for,64,57.8125
153148,2023-02-16,European People’s Party,137,1,2,36,137,votes_for,176,22.15909090909091
153058,2023-02-16,European Conservatives and Reformists,52,1,0,11,52,votes_for,64,18.75
153058,2023-02-16,Non-attached Members,1,13,6,26,26,no_votes,46,43.47826086956522
153058,2023-02-16,The Left in the European Parliament – GUE/NGL,0,31,1,6,31,votes_against,38,18.421052631578945
153061,2023-02-16,The Left in the European Parliament – GUE/NGL,21,0,0,17,21,votes_for,38,44.73684210526316
153061,2023-02-16,Progressive Alliance of Socialists and Democrats,97,0,0,47,97,votes_for,144,32.63888888888889
153061,2023-02-16,Renew Europe,84,0,0,18,84,votes_for,102,17.647058823529413
153061,2023-02-16,European Conservatives and Reformists,50,1,0,13,50,votes_for,64,21.875
153061,2023-02-16,Identity and Democracy,40,0,5,19,40,votes_for,64,37.5
153061,2023-02-16,Non-attached Members,13,3,3,27,27,no_votes,46,41.30434782608695
153148,2023-02-16,Non-attached Members,4,17,10,15,17,votes_against,46,63.04347826086957
153061,2023-02-16,Greens/European Free Alliance,64,0,0,7,64,votes_for,71,9.859154929577464
153058,2023-02-16,Renew Europe,5,78,0,19,78,votes_against,102,23.52941176470588
153058,2023-02-16,Greens/European Free Alliance,1,64,1,5,64,votes_against,71,9.859154929577464
153082,2023-02-16,European People’s Party,8,118,3,47,118,votes_against,176,32.95454545454545
153148,2023-02-16,Identity and Democracy,33,9,10,12,33,votes_for,64,48.4375
153082,2023-02-16,Non-attached Members,17,4,7,18,18,no_votes,46,60.86956521739131
153082,2023-02-16,Identity and Democracy,26,16,7,15,26,votes_for,64,59.375
153061,2023-02-16,European People’s Party,129,0,0,47,129,votes_for,176,26.704545454545453
153082,2023-02-16,European Conservatives and Reformists,3,33,15,13,33,votes_against,64,48.4375
153082,2023-02-16,Renew Europe,84,0,0,18,84,votes_for,102,17.647058823529413
153082,2023-02-16,The Left in the European Parliament – GUE/NGL,23,2,0,13,23,votes_for,38,39.473684210526315
153148,2023-02-16,Renew Europe,5,79,0,18,79,votes_against,102,22.54901960784314
153148,2023-02-16,Greens/European Free Alliance,0,67,0,4,67,votes_against,71,5.633802816901409
153148,2023-02-16,European Conservatives and Reformists,49,0,4,11,49,votes_for,64,23.4375
153148,2023-02-16,Progressive Alliance of Socialists and Democrats,1,112,0,31,112,votes_against,144,22.22222222222222
153638,2023-03-13,The Left in the European Parliament – GUE/NGL,0,24,0,14,24,votes_against,38,36.84210526315789
153638,2023-03-13,European Conservatives and Reformists,27,0,5,32,32,no_votes,64,50.0
153638,2023-03-13,Non-attached Members,8,3,0,35,35,no_votes,46,23.91304347826087
153638,2023-03-13,Identity and Democracy,32,0,0,32,32,votes_for,64,50.0
153638,2023-03-13,European People’s Party,88,0,0,88,88,votes_for,176,50.0
153638,2023-03-13,Progressive Alliance of Socialists and Democrats,1,75,1,67,75,votes_against,144,47.91666666666667
153638,2023-03-13,Greens/European Free Alliance,0,49,0,23,49,votes_against,72,31.944444444444443
153638,2023-03-13,Renew Europe,1,59,1,40,59,votes_against,101,41.584158415841586
153634,2023-03-13,Progressive Alliance of Socialists and Democrats,73,0,6,65,73,votes_for,144,49.30555555555556
153634,2023-03-13,European Conservatives and Reformists,31,0,0,33,33,no_votes,64,48.4375
153634,2023-03-13,Renew Europe,60,1,0,40,60,votes_for,101,40.5940594059406
153634,2023-03-13,The Left in the European Parliament – GUE/NGL,2,14,3,19,19,no_votes,38,50.0
153634,2023-03-13,European People’s Party,98,0,0,78,98,votes_for,176,44.31818181818182
153634,2023-03-13,Identity and Democracy,2,20,10,32,32,no_votes,64,50.0
153634,2023-03-13,Non-attached Members,3,6,1,36,36,no_votes,46,21.73913043478261
153634,2023-03-13,Greens/European Free Alliance,46,0,0,26,46,votes_for,72,36.11111111111111
153359,2023-03-14,European People’s Party,150,3,2,21,150,votes_for,176,14.772727272727273
153309,2023-03-14,Non-attached Members,28,0,1,17,28,votes_for,46,39.130434782608695
153309,2023-03-14,European Conservatives and Reformists,46,10,1,7,46,votes_for,64,28.125
153309,2023-03-14,Greens/European Free Alliance,68,0,0,4,68,votes_for,72,5.555555555555555
153309,2023-03-14,Renew Europe,87,4,0,10,87,votes_for,101,13.861386138613863
153309,2023-03-14,Progressive Alliance of Socialists and Democrats,127,0,0,17,127,votes_for,144,11.805555555555555
153309,2023-03-14,European People’s Party,156,0,0,20,156,votes_for,176,11.363636363636363
153310,2023-03-14,European People’s Party,147,0,0,29,147,votes_for,176,16.477272727272727
153359,2023-03-14,Progressive Alliance of Socialists and Democrats,129,0,0,15,129,votes_for,144,10.416666666666668
153310,2023-03-14,Identity and Democracy,20,15,19,10,20,votes_for,64,68.75
153310,2023-03-14,European Conservatives and Reformists,44,6,4,10,44,votes_for,64,31.25
153310,2023-03-14,Non-attached Members,20,5,7,14,20,votes_for,46,56.52173913043478
153309,2023-03-14,Identity and Democracy,43,11,1,9,43,votes_for,64,32.8125
153310,2023-03-14,The Left in the European Parliament – GUE/NGL,34,0,2,2,34,votes_for,38,10.526315789473683
153309,2023-03-14,The Left in the European Parliament – GUE/NGL,37,0,0,1,37,votes_for,38,2.631578947368421
153374,2023-03-14,European Conservatives and Reformists,38,8,14,4,38,votes_for,64,40.625
153310,2023-03-14,Greens/European Free Alliance,65,0,0,7,65,votes_for,72,9.722222222222223
153310,2023-03-14,Progressive Alliance of Socialists and Democrats,124,0,0,20,124,votes_for,144,13.88888888888889
153310,2023-03-14,Renew Europe,91,0,0,10,91,votes_for,101,9.900990099009901
153485,2023-03-14,Greens/European Free Alliance,70,0,0,2,70,votes_for,72,2.7777777777777777
153359,2023-03-14,The Left in the European Parliament – GUE/NGL,36,0,0,2,36,votes_for,38,5.263157894736842
153374,2023-03-14,The Left in the European Parliament – GUE/NGL,0,2,35,1,35,abstentions,38,7.894736842105263
153374,2023-03-14,Progressive Alliance of Socialists and Democrats,127,0,2,15,127,votes_for,144,11.805555555555555
153359,2023-03-14,European Conservatives and Reformists,53,0,7,4,53,votes_for,64,17.1875
153359,2023-03-14,Identity and Democracy,46,1,7,10,46,votes_for,64,28.125
153374,2023-03-14,Renew Europe,91,0,1,9,91,votes_for,101,9.900990099009901
153359,2023-03-14,Greens/European Free Alliance,69,0,1,2,69,votes_for,72,4.166666666666666
153359,2023-03-14,Renew Europe,90,1,0,10,90,votes_for,101,10.891089108910892
153359,2023-03-14,Non-attached Members,29,3,1,13,29,votes_for,46,36.95652173913043
153485,2023-03-14,The Left in the European Parliament – GUE/NGL,34,1,2,1,34,votes_for,38,10.526315789473683
153374,2023-03-14,European People’s Party,157,0,1,18,157,votes_for,176,10.795454545454545
153374,2023-03-14,Identity and Democracy,0,8,47,9,47,abstentions,64,26.5625
153485,2023-03-14,European People’s Party,51,58,48,19,58,votes_against,176,67.04545454545455
153485,2023-03-14,Progressive Alliance of Socialists and Democrats,119,6,5,14,119,votes_for,144,17.36111111111111
153485,2023-03-14,Renew Europe,59,24,9,9,59,votes_for,101,41.584158415841586
153485,2023-03-14,European Conservatives and Reformists,0,57,4,3,57,votes_against,64,10.9375
153485,2023-03-14,Identity and Democracy,0,56,1,7,56,votes_against,64,12.5
153374,2023-03-14,Greens/European Free Alliance,70,0,0,2,70,votes_for,72,2.7777777777777777
153485,2023-03-14,Non-attached Members,10,14,9,13,14,votes_against,46,69.56521739130434
153374,2023-03-14,Non-attached Members,17,5,10,14,17,votes_for,46,63.04347826086957
153347,2023-03-15,Identity and Democracy,0,35,18,11,35,votes_against,64,45.3125
153347,2023-03-15,European Conservatives and Reformists,1,51,10,2,51,votes_against,64,20.3125
153387,2023-03-15,European People’s Party,151,0,0,25,151,votes_for,176,14.204545454545455
153623,2023-03-15,The Left in the European Parliament – GUE/NGL,32,0,2,4,32,votes_for,38,15.789473684210526
153312,2023-03-15,The Left in the European Parliament – GUE/NGL,2,23,7,6,23,votes_against,38,39.473684210526315
153347,2023-03-15,Greens/European Free Alliance,69,0,0,3,69,votes_for,72,4.166666666666666
153347,2023-03-15,Progressive Alliance of Socialists and Democrats,121,0,8,15,121,votes_for,144,15.972222222222221
153312,2023-03-15,European Conservatives and Reformists,60,1,1,2,60,votes_for,64,6.25
153312,2023-03-15,Greens/European Free Alliance,2,67,0,3,67,votes_against,72,6.944444444444445
153312,2023-03-15,Renew Europe,91,0,1,9,91,votes_for,101,9.900990099009901
153312,2023-03-15,Progressive Alliance of Socialists and Democrats,117,3,0,24,117,votes_for,144,18.75
153312,2023-03-15,European People’s Party,157,0,0,19,157,votes_for,176,10.795454545454545
153347,2023-03-15,The Left in the European Parliament – GUE/NGL,26,3,6,3,26,votes_for,38,31.57894736842105
153387,2023-03-15,Progressive Alliance of Socialists and Democrats,123,0,1,20,123,votes_for,144,14.583333333333334
153312,2023-03-15,Non-attached Members,25,5,1,15,25,votes_for,46,45.65217391304348
153387,2023-03-15,Renew Europe,88,0,0,13,88,votes_for,101,12.871287128712872
153387,2023-03-15,Identity and Democracy,37,8,6,13,37,votes_for,64,42.1875
153347,2023-03-15,Non-attached Members,10,21,1,14,21,votes_against,46,54.347826086956516
153623,2023-03-15,Non-attached Members,13,8,10,15,15,no_votes,46,67.3913043478261
153623,2023-03-15,European Conservatives and Reformists,54,1,7,2,54,votes_for,64,15.625
153623,2023-03-15,Greens/European Free Alliance,69,0,0,3,69,votes_for,72,4.166666666666666
153623,2023-03-15,Renew Europe,91,0,0,10,91,votes_for,101,9.900990099009901
153623,2023-03-15,Progressive Alliance of Socialists and Democrats,127,0,0,17,127,votes_for,144,11.805555555555555
153623,2023-03-15,European People’s Party,151,0,0,25,151,votes_for,176,14.204545454545455
153347,2023-03-15,Renew Europe,67,19,7,8,67,votes_for,101,33.663366336633665
153387,2023-03-15,The Left in the European Parliament – GUE/NGL,26,0,7,5,26,votes_for,38,31.57894736842105
153387,2023-03-15,Non-attached Members,11,2,18,15,18,abstentions,46,60.86956521739131
153387,2023-03-15,European Conservatives and Reformists,28,0,34,2,34,abstentions,64,46.875
153387,2023-03-15,Greens/European Free Alliance,70,0,0,2,70,votes_for,72,2.7777777777777777
153347,2023-03-15,European People’s Party,25,42,88,21,88,abstentions,176,50.0
153312,2023-03-15,Identity and Democracy,53,0,0,11,53,votes_for,64,17.1875
153623,2023-03-15,Identity and Democracy,0,34,19,11,34,votes_against,64,46.875
153648,2023-03-15,Identity and Democracy,31,0,14,19,31,votes_for,64,51.5625
153753,2023-03-15,Greens/European Free Alliance,70,0,0,2,70,votes_for,72,2.7777777777777777
153753,2023-03-15,Non-attached Members,8,24,1,13,24,votes_against,46,47.82608695652174
152792,2023-03-15,Non-attached Members,22,10,0,14,22,votes_for,46,52.17391304347826
153753,2023-03-15,The Left in the European Parliament – GUE/NGL,7,24,4,3,24,votes_against,38,36.84210526315789
153762,2023-03-15,European People’s Party,155,1,1,19,155,votes_for,176,11.931818181818182
153762,2023-03-15,Progressive Alliance of Socialists and Democrats,127,0,0,17,127,votes_for,144,11.805555555555555
152792,2023-03-15,The Left in the European Parliament – GUE/NGL,0,31,3,4,31,votes_against,38,18.421052631578945
153762,2023-03-15,Identity and Democracy,34,15,5,10,34,votes_for,64,46.875
153762,2023-03-15,Greens/European Free Alliance,69,0,0,3,69,votes_for,72,4.166666666666666
153762,2023-03-15,European Conservatives and Reformists,56,0,5,3,56,votes_for,64,12.5
153753,2023-03-15,Identity and Democracy,0,34,20,10,34,votes_against,64,46.875
153762,2023-03-15,Non-attached Members,8,6,18,14,18,abstentions,46,60.86956521739131
153762,2023-03-15,The Left in the European Parliament – GUE/NGL,26,2,7,3,26,votes_for,38,31.57894736842105
153753,2023-03-15,European People’s Party,151,1,5,19,151,votes_for,176,14.204545454545455
152792,2023-03-15,European Conservatives and Reformists,59,0,1,4,59,votes_for,64,7.8125
153762,2023-03-15,Renew Europe,92,0,0,9,92,votes_for,101,8.91089108910891
153648,2023-03-15,The Left in the European Parliament – GUE/NGL,1,8,22,7,22,abstentions,38,42.10526315789473
153753,2023-03-15,European Conservatives and Reformists,0,47,15,2,47,votes_against,64,26.5625
152792,2023-03-15,Greens/European Free Alliance,0,69,0,3,69,votes_against,72,4.166666666666666
152792,2023-03-15,Renew Europe,0,89,4,8,89,votes_against,101,11.881188118811881
152792,2023-03-15,European People’s Party,9,140,8,19,140,votes_against,176,20.454545454545457
153648,2023-03-15,European People’s Party,154,0,0,22,154,votes_for,176,12.5
153648,2023-03-15,Progressive Alliance of Socialists and Democrats,111,0,0,33,111,votes_for,144,22.916666666666664
152792,2023-03-15,Progressive Alliance of Socialists and Democrats,0,127,0,17,127,votes_against,144,11.805555555555555
153648,2023-03-15,Renew Europe,88,0,0,13,88,votes_for,101,12.871287128712872
153648,2023-03-15,Greens/European Free Alliance,64,0,0,8,64,votes_for,72,11.11111111111111
153648,2023-03-15,European Conservatives and Reformists,57,0,0,7,57,votes_for,64,10.9375
153648,2023-03-15,Non-attached Members,16,7,7,16,16,votes_for,46,65.21739130434783
153753,2023-03-15,Renew Europe,92,0,0,9,92,votes_for,101,8.91089108910891
153753,2023-03-15,Progressive Alliance of Socialists and Democrats,123,3,3,15,123,votes_for,144,14.583333333333334
152792,2023-03-15,Identity and Democracy,55,0,0,9,55,votes_for,64,14.0625
153834,2023-03-16,Renew Europe,88,0,0,13,88,votes_for,101,12.871287128712872
153336,2023-03-16,Non-attached Members,6,12,5,23,23,no_votes,46,50.0
153336,2023-03-16,European Conservatives and Reformists,0,6,47,11,47,abstentions,64,26.5625
153336,2023-03-16,Greens/European Free Alliance,61,0,0,11,61,votes_for,72,15.277777777777779
153336,2023-03-16,Renew Europe,84,0,0,17,84,votes_for,101,16.831683168316832
153336,2023-03-16,Progressive Alliance of Socialists and Democrats,98,0,1,45,98,votes_for,144,31.944444444444443
153834,2023-03-16,European People’s Party,126,4,4,42,126,votes_for,176,28.40909090909091
153834,2023-03-16,Progressive Alliance of Socialists and Democrats,104,1,0,39,104,votes_for,144,27.77777777777778
153336,2023-03-16,Identity and Democracy,1,24,22,17,24,votes_against,64,62.5
153834,2023-03-16,Identity and Democracy,0,48,0,16,48,votes_against,64,25.0
153834,2023-03-16,Non-attached Members,13,11,0,22,22,no_votes,46,52.17391304347826
153834,2023-03-16,The Left in the European Parliament – GUE/NGL,22,5,3,8,22,votes_for,38,42.10526315789473
153855,2023-03-16,European People’s Party,138,0,0,38,138,votes_for,176,21.59090909090909
153855,2023-03-16,Progressive Alliance of Socialists and Democrats,104,0,0,40,104,votes_for,144,27.77777777777778
153855,2023-03-16,Renew Europe,89,0,0,12,89,votes_for,101,11.881188118811881
153834,2023-03-16,Greens/European Free Alliance,60,1,1,10,60,votes_for,72,16.666666666666664
153855,2023-03-16,Greens/European Free Alliance,63,0,0,9,63,votes_for,72,12.5
153336,2023-03-16,European People’s Party,124,1,6,45,124,votes_for,176,29.545454545454547
153856,2023-03-16,Greens/European Free Alliance,4,1,58,9,58,abstentions,72,19.444444444444446
153834,2023-03-16,European Conservatives and Reformists,5,33,16,10,33,votes_against,64,48.4375
153856,2023-03-16,Non-attached Members,11,3,3,29,29,no_votes,46,36.95652173913043
153856,2023-03-16,Renew Europe,26,62,1,12,62,votes_against,101,38.613861386138616
153856,2023-03-16,Progressive Alliance of Socialists and Democrats,106,0,0,38,106,votes_for,144,26.38888888888889
153856,2023-03-16,European People’s Party,9,119,8,40,119,votes_against,176,32.38636363636363
153855,2023-03-16,The Left in the European Parliament – GUE/NGL,23,2,6,7,23,votes_for,38,39.473684210526315
153855,2023-03-16,Non-attached Members,9,2,6,29,29,no_votes,46,36.95652173913043
153856,2023-03-16,European Conservatives and Reformists,52,2,0,10,52,votes_for,64,18.75
153856,2023-03-16,Identity and Democracy,1,22,25,16,25,abstentions,64,60.9375
153856,2023-03-16,The Left in the European Parliament – GUE/NGL,31,0,0,7,31,votes_for,38,18.421052631578945
153863,2023-03-16,European People’s Party,21,110,4,41,110,votes_against,176,37.5
153855,2023-03-16,European Conservatives and Reformists,51,0,2,11,51,votes_for,64,20.3125
153863,2023-03-16,Non-attached Members,6,9,2,29,29,no_votes,46,36.95652173913043
153863,2023-03-16,Identity and Democracy,45,0,0,19,45,votes_for,64,29.6875
153863,2023-03-16,European Conservatives and Reformists,22,32,0,10,32,votes_against,64,50.0
153863,2023-03-16,Greens/European Free Alliance,0,62,0,10,62,votes_against,72,13.88888888888889
153863,2023-03-16,Renew Europe,2,87,0,12,87,votes_against,101,13.861386138613863
153863,2023-03-16,Progressive Alliance of Socialists and Democrats,2,104,0,38,104,votes_against,144,27.77777777777778
153336,2023-03-16,The Left in the European Parliament – GUE/NGL,26,0,5,7,26,votes_for,38,31.57894736842105
153855,2023-03-16,Identity and Democracy,19,7,22,16,22,abstentions,64,65.625
153863,2023-03-16,The Left in the European Parliament – GUE/NGL,1,29,0,8,29,votes_against,38,23.684210526315788
154143,2023-03-29,Greens/European Free Alliance,5,40,4,23,40,votes_against,72,44.44444444444444
154144,2023-03-29,Renew Europe,58,1,0,42,58,votes_for,101,42.57425742574257
154144,2023-03-29,Progressive Alliance of Socialists and Democrats,1,85,1,57,85,votes_against,144,40.97222222222222
154143,2023-03-29,European Conservatives and Reformists,32,0,0,32,32,votes_for,64,50.0
154143,2023-03-29,Non-attached Members,4,10,3,29,29,no_votes,46,36.95652173913043
154144,2023-03-29,Identity and Democracy,34,3,0,27,34,votes_for,64,46.875
154144,2023-03-29,European People’s Party,87,0,0,89,89,no_votes,176,49.43181818181818
154144,2023-03-29,Greens/European Free Alliance,0,36,8,28,36,votes_against,72,50.0
154143,2023-03-29,Renew Europe,60,0,1,40,60,votes_for,101,40.5940594059406
154139,2023-03-29,Identity and Democracy,0,37,0,27,37,votes_against,64,42.1875
154143,2023-03-29,European People’s Party,86,0,0,90,90,no_votes,176,48.86363636363637
154142,2023-03-29,Non-attached Members,7,10,2,27,27,no_votes,46,41.30434782608695
154139,2023-03-29,Renew Europe,65,0,0,36,65,votes_for,101,35.64356435643564
154139,2023-03-29,Progressive Alliance of Socialists and Democrats,92,0,2,50,92,votes_for,144,36.11111111111111
154139,2023-03-29,European People’s Party,3,91,7,75,91,votes_against,176,48.29545454545455
154139,2023-03-29,Greens/European Free Alliance,49,0,2,21,49,votes_for,72,31.944444444444443
154139,2023-03-29,European Conservatives and Reformists,0,35,1,28,35,votes_against,64,45.3125
154143,2023-03-29,Progressive Alliance of Socialists and Democrats,1,90,2,51,90,votes_against,144,37.5
154143,2023-03-29,Identity and Democracy,33,3,1,27,33,votes_for,64,48.4375
154144,2023-03-29,European Conservatives and Reformists,32,0,0,32,32,votes_for,64,50.0
154144,2023-03-29,The Left in the European Parliament – GUE/NGL,0,24,0,14,24,votes_against,38,36.84210526315789
154142,2023-03-29,Renew Europe,62,0,2,37,62,votes_for,101,38.613861386138616
154141,2023-03-29,Renew Europe,0,63,1,37,63,votes_against,101,37.62376237623762
154142,2023-03-29,The Left in the European Parliament – GUE/NGL,25,0,0,13,25,votes_for,38,34.21052631578947
154141,2023-03-29,The Left in the European Parliament – GUE/NGL,29,0,0,9,29,votes_for,38,23.684210526315788
154142,2023-03-29,Greens/European Free Alliance,51,0,0,21,51,votes_for,72,29.166666666666668
154142,2023-03-29,Progressive Alliance of Socialists and Democrats,88,2,3,51,88,votes_for,144,38.88888888888889
154144,2023-03-29,Non-attached Members,4,11,1,30,30,no_votes,46,34.78260869565217
154141,2023-03-29,European Conservatives and Reformists,3,30,2,29,30,votes_against,64,53.125
154142,2023-03-29,European People’s Party,0,93,0,83,93,votes_against,176,47.159090909090914
154141,2023-03-29,Greens/European Free Alliance,51,0,1,20,51,votes_for,72,29.166666666666668
154141,2023-03-29,Non-attached Members,10,12,0,24,24,no_votes,46,47.82608695652174
154141,2023-03-29,European People’s Party,0,93,2,81,93,votes_against,176,47.159090909090914
154139,2023-03-29,The Left in the European Parliament – GUE/NGL,29,0,0,9,29,votes_for,38,23.684210526315788
154139,2023-03-29,Non-attached Members,8,10,1,27,27,no_votes,46,41.30434782608695
154141,2023-03-29,Identity and Democracy,0,38,0,26,38,votes_against,64,40.625
